id,original_language,title,genre_list,cast_list,crew_list,comp_list
200505,en,Draft Day,Drama ,SonnyWeaverJr. Ali BrianDrew ,Ivan Reitman,SummitEntertainment Lionsgate 
11954,en,Lifeforce,Fantasy Horror Science Fiction Thriller ,Col.TomCarlsen Col.ColinCaine Dr.HansFallada ,Tobe Hooper,TriStarPictures Golan-Globus Easedram 
60309,en,The Conspirator,Crime Drama History ,AnnaSurratt FrederickAiken EdwinStanton ,Robert Redford,WildwoodEnterprises AmericanFilmCompany 
9787,en,Lords of Dogtown,Drama ,Jay TonyAlva Philaine ,Catherine Hardwicke,ColumbiaPictures TriStarPictures 
293646,en,The 33,Drama History ,MarioSepúlveda LaurenceGolborne MaríaSegovia ,Patricia Riggen,AlconEntertainment PhoenixPictures Fabula HalfCircle 
6978,en,Big Trouble in Little China,Action Adventure Comedy Fantasy ,JackBurton GracieLaw WangChi ,John Carpenter,TwentiethCenturyFoxFilmCorporation TAFTEntertainmentPictures 
133698,fr,Fly Me to the Moon,Comedy Romance ,Isabelle Jean-Yves Corinne ,Pascal Chaumeil,TF1FilmsProduction QuadProductions 
59440,en,Warrior,Action Drama ,TomConlon TessConlon PaddyConlon ,Gavin O'Connor,SolarisFilm Lionsgate MimranSchurPictures Filmtribe 
1770,en,Michael Collins,Drama Thriller ,MichaelCollins HarryRoland NedBroy ,Neil Jordan,GeffenPictures WarnerBros. 
10655,en,Gettysburg,War Drama History ,Col.JoshuaChamberlain Lt.Gen.JamesLongstreet Gen.RobertE.Lee ,Ronald F. Maxwell,TriStarTelevision Esparza/KatzProductions 
8988,en,Stop-Loss,Drama War ,BrandonKing Michelle TommyBurgess ,Kimberly Peirce,ParamountPictures ScottRudinProductions MTVFilms PeircePictures 
15992,en,Abandon,Drama Mystery Thriller ,KatieBurke WadeHandler EmbryLarkin ,Stephen Gaghan,ParamountPictures SpyglassEntertainment TouchstonePictures 
17707,en,Brokedown Palace,Drama Thriller ,AliceMarano DarleneDavis HankGreene ,Jonathan Kaplan,TwentiethCenturyFoxFilmCorporation Fox2000Pictures AdamFieldsProductions TwoGirlsProductions 
77883,en,The Possession,Horror Thriller ,Clyde Em Hannah ,Ole Bornedal,GhostHousePictures NorthBoxProductions 
40001,en,Mrs. Winterbourne,Comedy Romance Drama ,"GraceWinterbourne ConnieDoyle/""PatriciaWinterbourne"" Bill/HughWinterbourne ",Richard Benjamin,TriStarPictures 
64639,en,Straw Dogs,Drama Thriller ,DavidSumner AmySumner CharlieVenner ,Rod Lurie,BattleplanProductions 
9903,en,The Hoax,Comedy Drama ,CliffordIrving DickSuskind EdithIrving ,Lasse Hallström,MiramaxFilms TheMarkGordonCompany YariFilmGroup BobYariProductions 
21338,en,Stone Cold,Action Crime Thriller ,JoeHuff/JohnStone ChainsCooper Ice ,Craig R. Baxley,StoneGroupPictures VisionInternational 
20766,en,The Road,Adventure Drama ,Father Boy Mother ,John Hillcoat,2929Productions DimensionFilms NickWechslerProductions ChockstonePictures 
24264,en,Sheena,Action Adventure Comedy Fantasy Science Fiction ,"Sheena VicCasey Fletcher(""Fletch"") ",John Guillermin,ColumbiaPicturesCorporation DelphiIIProductions ColgemsProductionsLtd. 
19803,en,Underclassman,Action Comedy ,Tracy'Tre'Stokes KarenLopez RobDonovan ,Marcos Siega,MiramaxFilms 
20309,en,Say It Isn't So,Comedy Romance ,GilbertNoble JosephineWingfield DigMcCaffrey ,J.B. Rogers,TwentiethCenturyFoxFilmCorporation ConundrumEntertainment SayItIsn'tSoProductions 
9912,en,The World's Fastest Indian,Drama ,BurtMunro George Sarah ,Roger Donaldson,NewZealandFilmCommission 2929Productions OLC/RightsEntertainment Tanlay NewZealandFilmProductionFund 3DogsandaPony ParkRoadPost WFIProductionsLtd. 
9067,en,Tank Girl,Action Comedy Fantasy Science Fiction ,Rebecca(TankGirl) T-Saint JetGirl ,Rachel Talalay,TrilogyEntertainmentGroup 
27360,en,King's Ransom,Comedy Crime ,MalcolmKing Corey ReneeKing ,Jeffrey W. Byrd,
8338,en,Blindness,Drama Mystery Science Fiction Thriller ,Doctor'sWife Doctor Womanwithdarkglasses ,Fernando Meirelles,RhombusMedia O2Filmes TéléfilmCanada BeeVinePictures AllianceFilms AsmikAceEntertainment GAGA FoxFilmesdoBrasil Ancine BNDES CinemaInvestment CorusEntertainment MovieCentralNetwork 
168705,en,BloodRayne,Action Adventure Fantasy Horror ,Rayne Kagan Katarin ,Uwe Boll,BollKG 
72113,en,Carnage,Comedy Drama ,Nancy Penelope Alan ,Roman Polanski,WildBunch ZanagarFilms Canal+ ConstantinFilmProduktion CinéCinéma VersátilCinema SBSProductions PolskiInstytutSztukiFilmowej FranceTélévisions France2Cinéma SPIFilmStudio 
9729,en,Where the Truth Lies,Drama Mystery Thriller ,Lanny Vince Karen ,Atom Egoyan,SerendipityPointFilms 
94352,en,Cirque du Soleil: Worlds Away,Fantasy Family ,Mia TheAerialist FireBreather ,Andrew Adamson,ReelFXCreativeStudios 
22256,en,Without Limits,Drama ,StevePrefontaine BillBowerman MaryMarckx ,Robert Towne,Cruise/WagnerProductions WarnerBros. 
12404,en,Me and Orson Welles,Comedy Drama Romance ,RichardSamuels SonjaJones OrsonWelles ,Richard Linklater,IsleofManFilm FreestyleReleasing CinemaNX 
152742,en,The Best Offer,Drama Romance Crime Mystery ,VirgilOldman Robert Claire ,Giuseppe Tornatore,PacoCinematografica WarnerBros. RegioneLazio BusinessLocationSudtirolAltoAdige FriuliVeneziaGiuliaFilmCommission UniCreditGroup 
11699,en,The Bad Lieutenant: Port of Call - New Orleans,Drama Crime ,TerenceMcDonagh FrankieDonnenfeld SteviePruit ,Werner Herzog,SaturnFilms NuImageFilms EdwardR.PressmanFilm MillenniumFilms PolskyFilms OsirisProductions LieutenantProductions 
49953,en,A Turtle's Tale: Sammy's Adventures,Animation Family ,Sammy(voice) Shelly(voice) HatchlingShelly(voice) ,Ben Stassen,MotionInvestmentGroup nWavePictures IlluminataPictures 
48034,fr,Little White Lies,Comedy Drama ,MaxCantara Marie VincentRibaud ,Guillaume Canet,M6Films LesProductionsduTrésor EuropaCorp 
39845,en,Love Ranch,Drama ,GraceBontempo CharlieBontempo ArmandoBruza ,Taylor Hackford,CapitolFilms RisingStar 
25353,fr,The True Story of Puss 'n Boots,Family Adventure Animation ,Lechat Lareine Laprincesse ,Jérôme Deschamps,HeroldandFamily 
36696,ru,Space Dogs,Family Animation ,Belka(voice) Venya(voice) Kazbek(voice) ,Inna Evlannikova,CNFilm 
109091,en,The Counselor,Thriller Crime Drama ,TheCounselor Malkina Reiner ,Ridley Scott,IngeniousMedia Fox2000Pictures ScottFreeProductions Kanzaman NickWechslerProductions BigScreenProductions ChockstonePictures Translux TSGEntertainment 
38543,en,Ironclad,Romance Adventure Action History ,ThomasMarshall LadyIsabel Becket ,Jonathan English,RisingStar PremierePicture MythicInternationalEntertainment Film&EntertainmentVIPMedienfonds4GmbH&Co.KG(I) WalesCreativeIPFund SilverReel PerpetualMediaCapital MolinareInvestment VIP4Medienfonds ContentFilmInternational 
33157,en,Waterloo,History Action Drama ,"NapoleonBonaparte ArthurWellesley,DukeofWellington LouisXVIII ",Sergey Bondarchuk,ParamountPictures DinodeLaurentiisCinematografica Mosfilm 
290864,cn,Kung Fu Jungle,Crime Action Thriller ,HahouMo DetectiveLukYuen-Sum FungYu-Sau ,Teddy Chan,EmperorMotionPictures Heart&SoulProduction BeijingSilverMoonProductions 
242166,en,Red Sky,Action Thriller ,"Butch""Cobra""Masters KarenBrooks TomCraig ",Mario Van Peebles,AldamisaEntertainment MVPFilms InvestCapitalFilmGroup LiveScreenPictures 
859,en,Dangerous Liaisons,Drama Romance ,MarquiseIsabelledeMerteuil VicomteSébastiendeValmont MadameMariedeTourvel ,Stephen Frears,LorimarFilmEntertainment WarnerBros. NFHProductions 
83770,en,On the Road,Adventure Drama ,DeanMoriarty/NealCassady SalParadise/JackKerouac Marylou/LuAnneHenderson ,Walter Salles,AmericanZoetrope France2Cinéma VideoFilmes VanguardFilms Canal+ SPADFilms MK2Productions Film4 Ciné+ FranceTélévisions NomadicPictures Kramer&SigmanFilms JerryLeiderCompany 
168,en,Star Trek IV: The Voyage Home,Science Fiction Adventure ,Admiral/CaptainJamesT.Kirk CaptainSpock Dr.LeonardMcCoy ,Leonard Nimoy,ParamountPictures 
1246,en,Rocky Balboa,Drama ,RockyBalboa Paulie RockyJr. ,Sylvester Stallone,ColumbiaPictures RevolutionStudios RogueMarble Metro-Goldwyn-Mayer(MGM) 
4233,en,Scream 2,Horror Mystery ,DeweyRiley SidneyPrescott GaleWeathers ,Wes Craven,MiramaxFilms KonradPictures MavenEntertainment DimensionFilms 
174751,en,Jane Got a Gun,Action Drama Western ,JaneHammond DanFrost JohnBishop ,Gavin O'Connor,HandsomecharlieFilms UnanimousPictures StraightUpFilms 1821Pictures ScottPictures 
184098,en,Think Like a Man Too,Comedy Romance ,Isaac Dominic JeremyKern ,Tim Story,WillPackerProductions 
2069,en,The Whole Nine Yards,Comedy Crime ,"Jimmy""TheTulip""Tudeski Nicholas""Oz""Oseransky SophieOseransky ",Jonathan Lynn,FranchisePictures WarnerBros. MorganCreekProductions NineYardsProductions RationalPackagingCompany LansdownFilms 
1788,en,Footloose,Drama Family Music Romance ,RenMcCormack ReverendShawMoore ViMoore ,Herbert Ross,ParamountPictures IndieProdCompanyProductions 
11635,en,Old School,Comedy ,MitchMartin Frank Beanie ,Todd Phillips,DreamWorksSKG TheMontecitoPictureCompany 
177,en,The Fisher King,Comedy Drama ,JackLucas HenrySagan'Parry' AnneNapolitano ,Terry Gilliam,TriStarPictures 
3600,en,I Still Know What You Did Last Summer,Horror Mystery Thriller ,JulieJames RayBronson Tyrell ,Danny Cannon,ColumbiaPictures MandalayEntertainment SummerKnowledgeLLC 
2621,en,Return to Me,Romance Comedy Drama ,BobRueland GraceBriggs MartyO'Reilly ,Bonnie Hunt,Metro-Goldwyn-Mayer(MGM) JLTProductions 
10358,en,Zack and Miri Make a Porno,Comedy ,Zack Miri Betsy ,Kevin Smith,BlueAskew ViewAskewProductions 
10480,en,Nurse Betty,Comedy Crime Thriller ,BettySizemore Charlie Wesley ,Neil LaBute,GramercyPictures USAFilms Intermedia 
10313,en,The Men Who Stare at Goats,Comedy War ,LynCassady BobWilton BillDjango ,Grant Heslov,BBCFilms SmokeHouse RubyFilms 
18828,en,Double Take,Adventure Drama Action Comedy Romance ,DarylChase FreddyTiffany Chloe ,George Gallo,TouchstonePictures 
3558,en,"Girl, Interrupted",Drama ,SusannaKaysen LisaRowe GeorginaTuskin ,James Mangold,ColumbiaPicturesCorporation 3ArtsEntertainment GlobalEntertainmentProductionsGmbH&CompanyMedienKG RedWagonEntertainment 
13476,en,Win a Date with Tad Hamilton!,Comedy Romance ,TadHamilton RosaleeFutch PeteMonash ,Robert Luketic,DreamWorksSKG 
10208,en,Muppets from Space,Fantasy Comedy Science Fiction Family ,KermittheFrog Gonzo PepethePrawn ,Tim Hill,"ColumbiaPictures JimHensonCompany,The "
24961,en,The Wiz,Adventure Family Fantasy Music ,Dorothy Scarecrow Tinman ,Sidney Lumet,UniversalPictures MotownProductions 
20697,en,Ready to Rumble,Action Comedy Drama ,GordieBoggs SeanDawkins JimmyKing ,Brian Robbins,BelAirEntertainment WarnerBros. 
20761,en,Play It to the Bone,Comedy Drama ,CesarDominguez VinceBoudreau GracePasic ,Ron Shelton,TouchstonePictures 
70868,en,I Don't Know How She Does It,Romance Comedy ,KateReddy JackAbelhammer JanineLoPietro ,Douglas McGrath,TheWeinsteinCompany 
43593,en,Piranha 3D,Comedy Horror ,JulieForester NovakRadzinsky DerrickJones ,Alexandre Aja,TheWeinsteinCompany AtmosphereEntertainmentMM ChakoFilmCompany DimensionFilms IntellectualPropertiesWorldwide Aja/LevasseurProductions 
6478,en,Beyond the Sea,Drama Music ,BobbyDarin SandraDee(MrsDarin) SteveBlauner ,Kevin Spacey,Lionsgate 
40688,en,Meet the Deedles,Animation Comedy Family ,PhilDeedle Capt.DouglasPine FrankSlater ,Steve Boyum,WaltDisneyPictures 
26672,en,The Thief and the Cobbler,Adventure Fantasy Animation Science Fiction Family ,ZigzagtheGrandVizier(voice) KingNod(voice) TacktheCobbler ,Richard Williams,MiramaxFilms AlliedFilmmakers RichardWilliamsProductions 
45881,en,The Bridge of San Luis Rey,Romance Drama ,BrotherJuniper ViceroyofPeru TheMarquesa ,Mary McGuckian,
41283,en,Faster,Crime Drama Action Thriller ,Driver Cop Lily ,"George Tillman, Jr.",CastleRockEntertainment TriStarPictures StateStreetPictures CBSFilms 
4935,ja,Howl's Moving Castle,Fantasy Animation Adventure ,Hauru ArechinoMajo Karushifâ ,Hayao Miyazaki,StudioGhibli BuenaVistaHomeEntertainment Mitsubishi d-rights TohokushinshaFilmCorporation 
19908,en,Zombieland,Comedy Horror ,Columbus Tallahassee Wichita ,Ruben Fleischer,ColumbiaPictures RelativityMedia Pariah 
10663,en,The Waterboy,Comedy ,BobbyBoucher MamaBoucher VickiVallencourt ,Frank Coraci,TouchstonePictures 
1891,en,The Empire Strikes Back,Adventure Action Science Fiction ,LukeSkywalker HanSolo PrincessLeia ,Irvin Kershner,Lucasfilm TwentiethCenturyFoxFilmCorporation 
9737,en,Bad Boys,Action Comedy Crime Thriller ,DetectiveMikeLowrey DetectiveMarcusBurnett JulieMott ,Michael Bay,ColumbiaPictures DonSimpson/JerryBruckheimerFilms 
37137,en,The Naked Gun 2½: The Smell of Fear,Comedy Crime ,FrankDrebin JaneSpencer CaptainEdHocken ,David Zucker,ParamountPictures 
9532,en,Final Destination,Horror ,AlexChanceBrowning ClearRivers CarterHorton ,James Wong,NewLineCinema Zide-PerryProductions HardEightPictures 
10316,en,The Ides of March,Drama ,StephenMeyers GovernorMikeMorris PaulZara ,George Clooney,AppianWay CrystalCityEntertainment CrossCreekPictures ExclusiveMediaGroup SmokehousePictures 
2787,en,Pitch Black,Thriller Science Fiction Action ,RichardB.Riddick CarolynFry WilliamJ.Johns ,David Twohy,InterscopeCommunications 
12658,en,Someone Like You...,Comedy Romance ,JaneGoodale RayBrown EddieAlden ,Tony Goldwyn,Fox2000Pictures LyndaObstProductions 
152601,en,Her,Romance Science Fiction Drama ,Theodore Samantha(voice) Catherine ,Spike Jonze,WarnerBros. AnnapurnaPictures 
10866,en,Joy Ride,Mystery Thriller Drama ,FullerThomas LewisThomas Venna ,John Dahl,RegencyEnterprises EpsilonMotionPictures LivePlanet NewRegencyPictures BadRobot 
227707,en,The Adventurer: The Curse of the Midas Box,Fantasy Adventure Family ,MariahMundi Charity Monica ,Jonathan Newman,"MatadorPictures ArcadiaMotionPictures uFilm AfroditaAudiovisual,A.I.E. LeTaxShelterduGouvernementFédéraldeBelgique TelefónicaProducciones Umedia EntertainmentMotionPictures CinemaOne NixFilms InternationalPicturesTwo CronosEntertainmentAIE "
21349,en,Anywhere But Here,Drama Comedy Romance ,AdeleAugust AnnAugust JoshSpritzer ,Wayne Wang,TwentiethCenturyFoxFilmCorporation Fox2000Pictures 
19150,en,The Crew,Action Comedy ,BobbyBartellemeo/Narrator Joey'Bats'Pistella Mike'TheBrick'Donatelli ,Michael Dinner,TouchstonePictures 
70435,en,Haywire,Action Thriller ,MalloryKane Kenneth Paul ,Steven Soderbergh,IrishFilmBoard RelativityMedia 
580,en,Jaws: The Revenge,Adventure Thriller ,EllenBrody MichaelBrody Jake ,Joseph Sargent,UniversalPictures 
9819,en,Marvin's Room,Drama ,Bessie Lee Hank ,Jerry Zaks,MiramaxFilms ScottRudinProductions TribecaProductions 
13579,en,The Longshots,Drama Family ,CurtisPlummer Jasmine ClairePlummer ,Fred Durst,CubeVision 
20024,en,The End of the Affair,Drama ,MauriceBendrix HenryMiles SarahMiles ,Neil Jordan,ColumbiaPicturesCorporation 
2453,en,Harley Davidson and the Marlboro Man,Action Thriller ,HarleyDavidson RobertLeeAnderson/TheMarlboroMan VirginiaSlim ,Simon Wincer,Metro-Goldwyn-Mayer(MGM) Krisjair Laredo 
6973,en,In the Valley of Elah,History Drama Thriller Crime Mystery ,HankDeerfield DetectiveEmilySanders JoanDeerfield ,Paul Haggis,SummitEntertainment BlackfriarsBridgeFilms NALAFilms SamuelsMedia WarnerIndependentPictures(WIP) 
11156,fr,Coco Before Chanel,Drama History ,"Gabrielle'Coco'Chanel EtienneBalsan Arthur""Boy""Capel ",Anne Fontaine,France2Cinéma HautetCourt SCOPEInvest Ciné@ Canal+ WarnerBros. CinéCinéma ScopePictures Soficapital France2(FR2) LeTaxShelterduGouvernementFédéraldeBelgique Cofinova5 FilmsDistribution BanquePopulaireImages9 
354110,en,Forsaken,Western Drama ,Mary-AliceWatson JohnHenryClayton Rev.Clayton ,Jon Cassar,MindsEyeEntertainment PanaceaEntertainment MovingPicturesMedia 
22215,en,Cheri,Drama Comedy Romance ,Lea MadamePeloux Chéri ,Stephen Frears,PathéRennProductions UKFilmCouncil AramidEntertainmentFund Canal+ BillKenwrightFilms Pathe DeutscheFilmförderfonds(DFFF) RégionIle-de-France France3Cinema CentreNationaldelaCinématographie(CNC) NationalLotterythroughUKFilmCouncil FilmstiftungNordrhein-Westfalen CineProductions MMCStudios TiggyFilms BanquePopulaireImages9 CheriProductions ErsteMMC-Production 
11632,en,Vanity Fair,Drama Romance ,BeckySharp RawdonCrawley GeorgeOsborne ,Mira Nair,AllianceFilms FocusFeatures 
30596,cn,Bodyguards and Assassins,Drama Action History ,SumChung-Yang/ShenChong-Yang LiYu-Tang Prof.ChenXiaobai ,Teddy Chan,ChinaFilmGroupCorporation 
3021,en,1408,Horror Thriller ,MikeEnslin GeraldOlin LillyEnslin ,Mikael Håfström,TheWeinsteinCompany DiBonaventuraPictures DimensionFilms 
957,en,Spaceballs,Comedy Science Fiction ,PresidentSkroob/Yoghurt DarkHelmet LoneStarr ,Mel Brooks,BrooksfilmsLtd. Metro-Goldwyn-Mayer(MGM) 
256917,en,The Water Diviner,War Drama ,JoshuaConnor Ayshe MajorHasan ,Russell Crowe,HopscotchFeatures FearofGodFilms 
251,en,Ghost,Fantasy Drama Thriller Mystery Romance ,SamWheat MollyJensen OdaMaeBrown ,Jerry Zucker,ParamountPictures 
544,en,There's Something About Mary,Romance Comedy ,MaryJensen TedStroehmann PatHealy ,Bobby Farrelly,TwentiethCenturyFoxFilmCorporation 
11395,en,The Santa Clause,Fantasy Drama Comedy Family ,SantaClaus/ScottCalvin Dr.NeilMiller LauraCalvinMiller ,John Pasquin,WaltDisneyPictures HollywoodPictures 
14635,en,The Rookie,Drama Family ,JimmyMorris LorriMorris Olline ,John Lee Hancock,WaltDisneyPictures GranViaProductions 98MPHProductions 
13680,en,The Game Plan,Comedy Family ,JoeKingman PeytonKelly StellaPeck ,Andy Fickman,WaltDisneyPictures MayhemPictures MonkeyDanceProductions 
688,en,The Bridges of Madison County,Drama Romance ,FrancescaJohnson RobertKincaid CarolineJohnson ,Clint Eastwood,AmblinEntertainment MalpasoProductions WarnerBros. 
11090,en,The Animal,Action Comedy ,MarvinMange Rianna Sgt.Sisk ,Luke Greenfield,RevolutionStudios HappyMadisonProductions 
783,en,Gandhi,Drama History ,MahatmaGandhi MargaretBourke-White GeneralDyer ,Richard Attenborough,ColumbiaPictures GoldcrestFilmsInternational Indo-British InternationalFilmInvestors NationalFilmDevelopmentCorporationofIndia CarolinaBank 
228194,en,The Hundred-Foot Journey,Drama ,MadamMallory Hassan Papa ,Lasse Hallström,AmblinEntertainment HarpoFilms ParticipantMedia ImagenationAbuDhabiFZ RelianceEntertainment TouchstonePictures DreamWorksStudios 
1642,en,The Net,Crime Drama Mystery Thriller Action ,AngelaBennett/RuthMarx JackDevlin Dr.AlanChampion ,Irwin Winkler,ColumbiaPictures 
10950,en,I Am Sam,Drama ,SamDawson RitaHarrisonWilliams AnnieCassell ,Jessie Nelson,NewLineCinema 
235260,en,Son of God,Drama ,"Mary,MotherofJesus Jesus Claudia ",Christopher Spencer,HearstEntertainmentProductions LightWorkersMedia 
277,en,Underworld,Fantasy Action Thriller ,Selene MichaelCorvin Lucian ,Len Wiseman,LakeshoreEntertainment Laurinfilm SubterraneanProductionsLLC SubterraneanProductionsUKLtd. UnderworldProduktionsGmbH 
8999,en,Derailed,Drama Thriller ,CharlesSchine LucindaHarris LaRoche ,Mikael Håfström,MiramaxFilms DiBonaventuraPictures PatalexVProductionsLimited 
11323,en,The Informant!,Drama Comedy Crime ,MarkWhitacre BrianShepard RobertHerndon ,Steven Soderbergh,SectionEight GroundswellProductions WarnerBros. ParticipantMedia Jaffe/BraunsteinEnterprise 
10445,en,Shadowlands,Drama Romance ,C.S.'Jack'Lewis JoyGresham ChristopherRiley ,Richard Attenborough,ShadowlandsProductions SavoyPictures 
11453,en,Deuce Bigalow: European Gigolo,Comedy ,DeuceBigalow T.J.Hicks GasparVoorsboch ,Mike Bigelow,ColumbiaPicturesCorporation OutoftheBlue...Entertainment HappyMadisonProductions 
146239,en,Delivery Man,Comedy ,David Emma Brett ,Ken Scott,DreamWorksSKG TouchstonePictures 
205588,en,Our Kind of Traitor,Thriller ,PerryMakepeace Dima Hector ,Susanna White,StudioCanal Film4 AntonCapitalEntertainment(ACE) TheInkFactory PotboilerProductions AmazonPrimeInstantVideo 
